username,tanggal,rating,clean_text,skor_sentimen,label,word_count
fauzi aquilloti,2024-05-11 03:44:23,5,mulai belajar dulu,4,positif,3
KETUT FANJI SANDYA YOLANDA DIYAH YULIANI,2024-05-11 02:59:15,5,di pulang bisa investasi kripto Reksadana saham amerika dll mudah diakses untuk top up dan tarik dana dikenakan biaya Rp karena saya beda bank biaya pembelian dan penjualan mungkin saya kurang memperhatikan semoga pihak PLUANG bisa menjelaskan lebih detail aplikasi PLUANG ini layak dimiliki,-11,negatif,44
aris sunandar,2024-05-11 02:53:07,5,makasih respon nya customer,6,positif,4
WD Kuzunoha,2024-05-10 23:48:33,1,user interfacenya bikin bingung makin lama,-4,negatif,6
Bintang Galih,2024-05-10 15:11:35,5,lumayan walaupun rada pening sikit,-4,negatif,5
Arthur Tambarta16,2024-05-10 13:09:42,2,Tampilan awal setelah update busuk mending yg lama lebih fleksible Tolong di kembalikan,-13,negatif,13
maruf setiawan,2024-05-10 11:09:29,5,pertahankan keamanan seperti ini sekarang PLUANG semakin lengkap fiturnya aplikasi bisa buat investasi apa aja yang kita mau gokil sihh,-14,negatif,20
Firdausy Efendi,2024-05-10 06:27:50,5,mari kita coba user experience nya,-2,negatif,6
Hana Billa,2024-05-10 05:33:14,5,bagus c mudah di mengerti cara kerja nya,5,positif,8
Riston Mokoagow,2024-05-10 04:20:47,5,jual beli aset crypto dengan mudah tanpa ribet pluang memang paling top,-3,negatif,12
M Johan Johan,2024-05-10 03:23:22,5,pluang is the BEST sda lama non aktif d pluang ehh tau byk skali ilmu baru yg lbh memudahkan trading gk ragu langsung jd eksekutor dg yg d inginkan alhamdulillah profit udah bbrapa x smoga kdepannya lbh byk lg ilmu d keluarkan d pluang ini,-5,negatif,45
Thomas Wr,2024-05-10 00:07:17,5,Halo untuk developer aplikasi pulang Sangat mudah digunakan dan user friendly banget cuma saya ingin mengusulkan bagaimana kalau ditambahkan untuk limit order karena ini untuk mengantisipasi semisal tiba tiba harga crypto ini malam hari tiba tiba turun drastis Nah dengan limit order kan kita sudah pasang mau jual di harga berapa jadi menghindari turun drastis Dan limit order berlaku untuk semua crypto entah yang lama maupun yang baru listing Atas perhatiannya saya ucapkan terimakasih,-37,negatif,74
Alone Sendiri,2024-05-09 15:43:58,5,waw apalikasi nya mantap min saran min dari saya sistem pengingaatnya di tambahin sistem alarm tidak hanyak sistem pesan min yg bersuara min kaya nada dering,-29,negatif,26
reva zizi,2024-05-09 13:28:22,5,sangat mudah dipahami cara pemakaian nya,4,positif,6
Ben Mat,2024-05-09 12:11:26,4,Kenapa sudah berubah saat di update khususnya aset cripto fitur coin baru dan berbagai mcm koin seperti RWA AI game Fi tidak ada lagi coba seperti sblm di update,-11,negatif,29
fanther digital,2024-05-09 10:49:53,1,ko ga bisa narik pake rekening mamah saya yah udh mah ga bisa di tarik ke dana lagi mohon kepada pluang supaya bisa di tarik ke dana saldonya masa top up bisa ke dana terus narik nya ga bisa gimana sih,4,positif,41
Fathur,2024-05-09 08:35:13,5,mudah dimengerti dipahami ui yang ga bikin ribet bikin enak di mata,-11,negatif,12
Muhamd Ruslan,2024-05-08 17:40:35,1,Penarikan aja harus nunggu hari aneh bener,-8,negatif,7
Jesse Sarioa,2024-05-08 07:45:43,3,Mulai paham sedikit dwmi sedik jika sdh hasionya baik dan bagus saya berikan ranking ya Chayoo Pluang,4,positif,17
yiyi fahira,2024-05-08 05:26:16,1,saya disini bermain tahun lebih tidak pernah profit bahkan kerugain jt aneh nya beli saham sedikit profit ketika di bom gedi merosol kerugian sampai ketika di jual rugi tiba naik sungguh merugikan,-36,negatif,32
Dinar Nugraha,2024-05-08 03:31:16,5,Yah namanya juga e wallet lokal suka banyak gangguan,-4,negatif,9
Doni Supriyadi,2024-05-08 02:10:38,5,Cara mudah untuk investasi,2,positif,4
Regan,2024-05-07 22:00:27,3,Apk nya sudah bagus tapi ad satu fitur yang bener bener sangat kurang yaitu order limit ini sangat berpengaruh pendapatan hasil yang maksimal,-13,negatif,23
Raja,2024-05-07 21:50:09,1,Maaf saya kurangi lagi jadi bintang karena kena biaya terus saldonya mulai dari top up withdraw belum lagi harga jual dan beli yang jauh dari harga pasar dan kena pajak nya gede ini lumayan untuk trader,-30,negatif,36
Ahmad Yulianto,2024-05-07 17:57:00,1,gimana cara nariknya ke dana bang udah pakai bank punya teman tetep ga bisa ditarik katanya sesuai yang didaftarin sementara yang tak daftarin akun dana masalahnya udah terlanjur dari awal daftar pake dana terus nariknya gimana,-8,negatif,36
Imam Oi,2024-05-07 17:08:53,3,Penarikan saldo tidak real time kapanpun harus pas jam kerja yaa,-1,negatif,11
Natus Vincere,2024-05-07 12:49:05,4,min banyakin koin koin crypto yang baru main biar enak beli nya banyak pilihan token baru hehe di tunggu ya,-13,negatif,20
Oraora Oyeh,2024-05-07 12:48:27,2,Tolong lah kalo ngasih biasa pengiriman ngotak dikit ini mahal banget masa iya ngirim usdt biayanya setengahnya padahal udh make jaringan tron masih aja mahal,-15,negatif,25
Wildan Maulana,2024-05-07 12:06:38,5,tolong asetnya cryptonya lebih diperbanyak lagi,-4,negatif,6
Dela Adelia,2024-05-07 11:34:19,1,Penanganan kurang dana saya pun sampai sekarang belum masuk masuk,-14,negatif,10
Gilang Edan,2024-05-07 05:44:23,5,Ayo kita menabung uang di saham di pluang,4,positif,8
Nano Romansah,2024-05-06 16:59:12,5,bagus aplikasinya kumplit,3,positif,3
Kyyraa,2024-05-06 16:16:28,1,Apk menyebalkan Harusnya dri awal verifikasi biar bisa beli saham itu dimunculin di awal Malah nyuruh top up dlu pas udh top up trus disuruh verifikasi ya baru liat apa aja yg perlu di isi Gue gak kerja di perusahaan g punya nomor NPWP jadi gak bisa apa apa asem,-10,negatif,50
Abid Joozu Al Fatih,2024-05-06 14:26:16,4,Tolong fitur kirim nya segara di perbaiki,2,positif,7
Bang Vin,2024-05-06 13:13:23,4,Bagus aplikasi nya,-4,negatif,3
Sarfina Boyati,2024-05-06 10:58:04,1,potong terlalu banyak tolong di perkecil buat kita yg top up dikit,-10,negatif,12
Septian Bayu Amaranggana,2024-05-06 07:40:11,5,Aplikasi bagus mudah di mengerti semuanya mudah dari deposit sampai penarikan Tapi kekurangan pluang terlalu lama merilis token yg baru launching Tolong kedepannya bisa di perbaiki,-12,negatif,26
Idham Khaloloe,2024-05-06 03:16:16,5,Aplikasi yang sangat membantu bagi para pemula untuk belajar investasi APK Rekomendasi bagi yang mau belajar investasi Salam cuaan,-15,negatif,19
Moh. Yanwar Prasojo,2024-05-06 03:05:17,1,Nama saya ada simbol daftar gak bisa karena ada titiknya saya hapus aja jadi namanya gk sesuai KTP,-19,negatif,18
Muhammad Ikhsan,2024-05-06 02:24:51,4,Sangat bagus nih karena masih pemula baru main saya kasih bintang dulu,-6,negatif,12
Ahmad Rosyad,2024-05-06 00:44:50,1,Apaan ini susah withdraw nya padahal udah pake akun bank asli ttep aja verifikasi gagal anehh nipuuu,-4,negatif,17
Kiza Rukisa,2024-05-05 21:53:20,5,Mohn dipwrmudah jika mengalami kendala,-5,negatif,5
RIPTA TUTORIAL,2024-05-05 18:18:32,5,tertarik karna boleh investasi dengan dana kecil,5,positif,7
Ramadhan Ketapang,2024-05-05 17:19:28,5,baru belajar mohon bantuan nya pliss,1,positif,6
Kafi Olivia,2024-05-05 14:16:18,5,Tolong knapa tdk ad penarikan di e wallet tolong sya tdk ad rekening lain,-6,negatif,14
Naurah Tsany,2024-05-05 14:07:21,5,Mudah cepat terpercaya,6,positif,3
Pexgi Purnomo,2024-05-05 14:03:54,5,Aplikasi yang oke cuman minusnya gak ada crypto yang bervariasi contohnya ondo dan sebagainya tambahin dong cryptonya Jangan etf mulu,-12,negatif,20
Nuzul ari yansah,2024-05-05 13:30:07,5,sumpah apk ini bagus banget kawan,1,positif,6
Komang Seriyani,2024-05-05 12:50:12,5,semoga tetap menjadi aplikasi yang amanah dan bisa lancar juga aplikasi nya,-7,negatif,12
David Agus Martono,2024-05-05 08:08:19,1,Applikasi akhir ini susah di buka sehingga sering ketinggalan utk jual beli asset cek harga,-9,negatif,15
Eka Yunawan,2024-05-05 07:23:51,4,Aplikasi tradingnya mudah dipahami hanya perlu di percepat dalam proses penarikan dana atau WD meskipun penarikan hanya tersedia melalui rekening BANK pribadi namun masih ada kendala untuk penarikannya Tolong di benahi sistemnya supaya lebih baik,8,positif,35
suryana yana,2024-05-05 03:49:45,5,good job pluang,2,positif,3
Anthony Ian Jonathan,2024-05-05 01:53:13,5,Pluang Aplikasi untuk Trading Saham Kripto yang berizin dari Bappebti,-8,negatif,10
Rifaldi Gaming,2024-05-05 00:51:41,1,Mohon di bantu mengubah nama lengkap kmrn otomatis ke isi asal,-9,negatif,11
Jackle GAMING,2024-05-05 00:37:26,1,Kenapa ketika membeli crypto harga yang ditunjukan harga tengah bukan harga aslinya Ini membuat treder mengalami kerugian ketika sudah membeli tolong perbaiki ini,-14,negatif,23
nando oby,2024-05-04 21:13:08,1,Luama banget untuk masuknya dana top up jadi ga bisa langsung invest masa butuh waktu hari verifikasi,4,positif,17
Dhyah Ulhaq,2024-05-04 20:46:22,1,Saya top up dan disuruh transfer saya transfer x rb dulu baru rb transferan yang ke kok saldo saya belum nambah mau saya konfirmasi manual juga gabisa eror terus aplikasi nya,-19,negatif,31
Asep muhamad Rehan,2024-05-04 14:46:55,5,oke saya coba,-2,negatif,3
apid solehudin,2024-05-04 10:40:05,1,emang harus pakai foto ktp yah,-2,negatif,6
SUPARMAN,2024-05-04 03:28:52,5,pelung investasi digital terlengkap simpel dan biaya transaksi rendah,2,positif,9
Ahmad hafizh Hilmy,2024-05-03 23:19:20,1,Harusnya penarikanya Ada E wallet jadi nya mudah yang nggak punya rekening,-5,negatif,12
Paijo Unus,2024-05-03 17:12:32,5,gak begitu sulit,-2,negatif,3
Link Health,2024-05-03 16:04:43,5,Sangat keren dan puas,6,positif,4
Yadi Firmnsah,2024-05-03 15:14:31,5,Bagus bngt sih kadang ada turun kadang naik,1,positif,8
daris ajj,2024-05-03 13:09:58,5,mudah mempelajari tentang jual beli saham,-2,negatif,6
R Naufal Duadi Andalas,2024-05-03 10:31:49,1,Verifikasi gagal gara no telepon beda antara aplikasi dana ma pluang Nyuruh bikin video permohonan pula pdahal udah email attach selfie KTP Ada order jual padahal gak pernah jual Bikin capek hati Ambil d usd tu,-12,negatif,36
Edi Sugeng,2024-05-03 09:14:33,5,saya baru daftar,-6,negatif,3
Apìt Suhanda,2024-05-03 09:09:58,5,bagus sekali sangat membantu saya untuk belajar bertrading dan ngga ribet,-8,negatif,11
Billy Pangeran,2024-05-03 07:43:39,5,lumayan buat nambah ilmu,7,positif,4
Shanti Putri,2024-05-03 06:13:54,5,Aman cepet gampang pakeknya,-1,negatif,4
fazira fauziah,2024-05-03 04:08:46,3,Tapi saya tidak memakai rekening belum bikin,-8,negatif,7
Ye game,2024-05-02 22:52:37,5,Puas bagus apknya,3,positif,3
assultan Cien,2024-05-02 21:02:30,4,Kak sya pernah daftar akun peluang tapi sya sudah lupa id n paswordnya gimana ya kak,-4,negatif,16
Yoel Pongbala,2024-05-02 15:23:07,5,mantap semoga amanah,8,positif,3
Rojab El,2024-05-02 12:58:54,3,Belom pernah profit,-1,negatif,3
Mahfud Sidik,2024-05-02 12:26:37,3,Haloo kak kalau mau hubungi adminya gimana ya soal nya saya ada kendala saat kyc,-7,negatif,15
sukarman maman,2024-05-02 11:10:17,1,Makin ke sini makin berat di buka ini aplikasi,-7,negatif,9
Zero Nine,2024-05-02 08:43:39,5,Yaa lumayan lahh,2,positif,3
Abadi Rinto,2024-05-02 07:32:19,1,Saya sudah melakukan penarikan dana tapi sampai sekarang belum masuk,-5,negatif,10
Hanan Takmin,2024-05-02 03:37:43,5,jos kata welly,2,positif,3
YusufAA,2024-05-02 02:19:34,4,Bagus baget apknya tapi tolong la kasih untuk penarikan lewat virtual account,-8,negatif,12
ahmad safar,2024-05-02 01:06:25,3,Selisih hrga beli tinggi,-5,negatif,4
Gusty,2024-05-01 21:59:35,1,Kenapa setiap saya mau daftar selalu di mira masukan pin padahal saya belum daftar,-13,negatif,14
Nurasjati,2024-05-01 19:24:42,5,Untuk apk oke bagus buat yg versi web tolong di sempurnakan Beberapa fitur ada namun ada kendala entah bug atau emng gak bisa di pake soalnya lebih nyaman klo di web Thanks,-6,negatif,32
Mikas Jun As,2024-05-01 18:31:24,1,Keterlaluan bgt pluang wd receh cepet landing giliran di gedein dikit jt lama bgt prosesnya oi ini buat bayar tagihan shopee jadi telat kan anj,-16,negatif,25
Buyung Wiratama,2024-05-01 15:21:21,5,mantap bisa jual beli saham amrika tp masukan benahi sistem pelaporan pengembalian dana wah terlalu lama kl bisa lebih di persingkat over all ok kembangin terus,-6,negatif,26
Tyo Nurrochman,2024-05-01 12:26:19,5,mantep banget biasa all in one dalam aplikasi,-4,negatif,8
Minion Libra,2024-05-01 11:40:16,2,Kenapa saya tidak bisa kirim coin HBar tulisannya masih dalam perbaikan terus gak betul tolong kl ada yg error secepatnya di perbaiki agar bisa transaksi trus aplikasi pulang ini agak sedikit ketinggalan ya gak ada stacking coinnya jd saya harus pindah coin saya ke aplikasi lain coba aja kalo ada stakingnya jd saya gak perlu pindah coin saya kasih bintang dulu kalo dah ada staking saya akan kasih bintang maaf saya kasih bintang supaya dibaca oleh pembuat aplikasi,-77,negatif,78
Tomify Moko,2024-05-01 11:39:51,1,Aplikasi scam masak maw ganti nomor hp ja alasan nya banyak banget trus Dtmbh lagi gak da penyelesaian nya bilangnya aja pelayanan terbaik buktikan jgn omong doang scam,-10,negatif,28
Arwind sunandar Sunandar,2024-05-01 10:13:52,5,Saya cuma mau di komentari admin,-4,negatif,6
Amieers,2024-05-01 09:25:19,2,Semua bagus minus kalo withdraw ke bank lama kadang nyampe setengah hari baru masuk,-7,negatif,14
Saiful Maarif,2024-05-01 06:43:36,2,Kok bisa gw invest buat emas bisa mecah sendiri ke bitcoin sedangkan saya termasuk orang yang menghindari unsur unsur ketidakpastian mata uang digital,-15,negatif,23
Dedie Fajrie,2024-05-01 05:55:58,5,Awalnya aku pikir berinvestasi itu sulit dan ga ngerti setelah ketemu pluang segalanya jadi mudah sekarang aku bisa belajar investasi meski masih recehan terima kasih pluang,-10,negatif,26
Hendrix Pzv,2024-05-01 05:10:05,5,keren inves nya,3,positif,3
Ray _Kun,2024-04-30 19:21:34,5,Bagus tapi mungkin tambahkan untuk Asia dan euro biar banyak pilihan,-2,negatif,11
Bayhack,2024-04-30 10:23:26,5,tampilannya bagusss cuman masukan buat Pluang tolongg Webnyaa dibenahii masak harus login terus masukin otp lagi tiap hidup matiin PC,-9,negatif,20
Ahmad Jazuli,2024-04-30 09:54:20,1,Awal dulu bagus sih sekarang udah kurang soalnya biaya top up udah kena potongan yang lumayan Terus buat cryptonya juga pas dikirim ke crypto wallet biaya transaksinya mahal banget tolonglah kalau bikin biaya trasaksi yang ngotak dikit,-7,negatif,37
Alfi Nur,2024-04-30 09:41:33,1,Aplikasi buruk gara sekedar install aplikasi hanya di gunakan transaksi dan tidak investasi akun lngsung di blokir permanen,-17,negatif,18
Erik Barus,2024-04-30 07:50:27,1,Saya tarik saldo sampai hari tidak masuk masuk Sangat mengecewakan,-14,negatif,10
DAM999 YT,2024-04-30 03:27:06,1,Semuanya Udah Okee Tapi Giliran Mau Cariin Harus Sesuai Nama Bank Giliran Deposit Beda nama No problem juga,-4,negatif,18
Samuel Petras Sanjaya,2024-04-30 01:45:55,5,bagus untuk investasi,3,positif,3
Suherman Sholawat,2024-04-29 22:24:14,5,semoga peluang makin sukses,5,positif,4
budhi prakoso,2024-04-29 19:10:35,1,Wd nya gak masuk coba wd kalau bisa,-5,negatif,8
budhi prakoso,2024-04-29 19:08:12,5,Wd nya lama jangan donload dari pada nyesel,-18,negatif,8
Mury media creator music,2024-04-29 16:43:51,3,Waktu witdraw terlalu lama Mohon kasih kenyamanan nya biar saya terus menggunakan apk peluang saya harap di percepat untuk witdraw,-16,negatif,20
Rijal Ramdani,2024-04-29 16:14:21,5,pertama kali menggunakan aplikasi Pluang sangat memuaskan dari UI sampe transaksi pun berjalan lancar semoga konsisten,-13,negatif,16
Rayyan Muzakki,2024-04-29 15:21:41,1,Kurang berfungsi dengan baik limit ordernya,2,positif,6
Kencana Budaya Jaba Jero Kuta,2024-04-29 13:48:35,5,lancar jaya good job,4,positif,4
Puji Aya e aqila,2024-04-29 08:15:58,1,Ap nya eror,-4,negatif,3
Sani,2024-04-29 06:40:34,3,Coba untuk coin micin nya seperti bonk Shiba dan floki nya untuk bisa menggunakan limit order dan stop order,-4,negatif,19
R. Mas aRnoL,2024-04-29 05:48:37,5,bagus dan aman tapi mungkin saya kurang paham cara memilih peluangnya jadi terkesan lama naiknya,-4,negatif,15
shiro yasha,2024-04-29 04:14:56,5,Udah bisa login makasih kak,4,positif,5
Sony Hermawan,2024-04-29 02:14:03,5,sangat bagus untuk pemula yg akan berinvestasi,3,positif,7
zulfi ramdhan,2024-04-28 22:31:48,3,Sebenarnya bagus tapi tlong kalau bisa laporan pencarian kya reksadana kemaren harusnya ada laporannya semoga bisa lebih baik lagi,-6,negatif,19
Oki Ahsanul Kholqi,2024-04-28 17:54:52,5,semantara bagus proses verifikasi cepat,7,positif,5
Jodie Matrin Sangian,2024-04-28 13:28:57,5,Aplikasinya bagus mudah digunakan tampilan juga bagus dan lengkap mantapp pokoknya saya pasti investasi disini dan rekomendaskan ke semua orang username jhooey Siapa tau dapat gift dari penilaian,-9,negatif,28
sudiwan dinarya,2024-04-28 13:07:32,5,Ini Aplilaksi yang saya cari cari selama ini luar biasa banget rekomended sekali,-18,negatif,13
Rifka Agri Setyawan,2024-04-28 11:42:57,5,Cukup mudah penggunaannya informatif aset asetnya,2,positif,6
Andikahadi Louisesambodo,2024-04-28 11:06:31,5,cepat dan mudah untuk ke depan tetap di pertahankan,9,positif,9
Boas Boas,2024-04-28 11:03:07,1,Aplikasinya terlalu banyak biaya adminnya mulai dari membeli menjual bahkan menarik saldonya juga menggunakan biaya admin,-20,negatif,16
Santuy TM,2024-04-28 09:43:40,5,Mohon pertanggungjawaban nya ini kenapa ya saya transfer k kok yang masuk ke pulang cuma k Meskipun gk banyak tetap saya agak kesal Mohon di tanggapi Baik terimakasih telah memberitahukan Mohon maaf soalnya saya baru tau,-24,negatif,36
Novran Chores,2024-04-28 03:52:06,5,sangat membantu kami bagi pemula,-8,negatif,5
putu dodi,2024-04-28 02:19:36,5,Aplikasi enak Mudah dipahami Ketahuan kita profit berapa loss berapa Tolong item Cripto nya ditambah Terlalu ketinggalan dibanding aplikasi sebelah,-18,negatif,20
Wahidiyat indra Lesmana,2024-04-28 01:00:03,1,Maaf tahun di pluang saya rubah bintangnya karena untuk rubah nomor telepon susah banyak syarat jadi tidak merasa aman investasi saya saya cabut semua pindah ke nanovez,-35,negatif,27
Raydika Pratama,2024-04-27 18:14:35,4,Simple cepet prosesnya nanti ditambah lagi bintangnya kalo gak ada kendala,-8,negatif,11
FIRMAN WAR CHANNEL,2024-04-27 14:48:43,5,Luar biasa Semoga pejuang investasi dapat menjadi orang sukses ke depannya Amin,-3,negatif,12
Aris Mustaqim 17,2024-04-27 14:48:30,5,Bermanfaat dan praktis,4,positif,3
ridho aryo,2024-04-27 10:19:21,1,Skip ini cuma tes k doang Pajak nya g masuk akal Penarikan dana hari pengerjaan Dari dulu sampai sekarang masi sama,-4,negatif,21
SUBIANTO PRIYONO,2024-04-27 09:47:28,1,kebanyakan di potong dari pembelian aset crypto penjualan dan penarikan gimna mau untung kalo gini ceritanya,-3,negatif,16
Sula Story,2024-04-27 09:10:52,2,Min ada caranya ga ganti nama lengkap yg di daftarin saya sinkronkan dr KTP tp ada bug salah ada bertambah tulisan IV Tp sudah terlanjur saya simpan karna ga nyangka bakal ada bug,-50,negatif,33
SAHRUL,2024-04-27 09:10:01,5,apk sangat sangat sangat bagus dan berguna bagi semua orang,1,positif,10
Muhammad Azlan,2024-04-27 08:32:28,5,kenapa ini lagi eror min kenapa saldo saya tidak bisa muncul,-16,negatif,11
Iwan Manik,2024-04-27 08:27:38,3,Apakah peluang lagi gaguan,-3,negatif,4
fredy angga09,2024-04-27 08:05:31,2,Sering eror buff,-4,negatif,3
ispandi 94,2024-04-27 06:06:24,1,sekedar mengingatkan gua udh pake ini apk beberapa bulan ini aplikasi parah pas kita depo kena potongan pas kita beli koin ada leverage buat keuntungan mereka mungkin pas kita jual ada selisih harga juga buat mereka juga kayanya sumpah ini aplikasi lintah darat buat para pengguna teliti lagi coba fikir fikir lagi deh kalo mau pake mungkin nilai plus nya cuma pas kita tarik duit nominal berapa pun bisa cepet,-19,negatif,70
Hening Anas Fitrisia,2024-04-27 05:54:45,5,mudah banget cara pakenya buat pemula,4,positif,6
young chien,2024-04-26 23:20:50,5,Add candle stik la susah lihat pake garis,-3,negatif,8
Rio Golden,2024-04-26 17:43:53,3,Malam pluang metode pembayaran via virtual account kok di hilangkan,-5,negatif,10
Andini Sri Wulandari,2024-04-26 13:13:18,4,Kak knpa tiba kluar gk bisa masuk lagi soalnya no nya sudah tdk ada apa bisa di bantu,-19,negatif,18
Wisnu Kurnia Setiawan,2024-04-26 12:52:19,4,Aplikasi nya terbaik tapi buat penarikan saldo di harapkan bisa menggunakan Dana Gopay dan sebagainya Isi saldo bisa menggunakan Dana gopay tapi waktu penarikan tidak bisa menggunakan Dana gopay di harapkan ada metode tarik saldo menggunakan dana gopay saya harapkan untuk kedepannya metode tarik saldo ke e walet ada kembali,-2,negatif,50
dede silvya,2024-04-26 10:46:49,5,sangat mudah digunakan mantap,5,positif,4
Man Hoki,2024-04-26 04:29:42,1,aplikasi penipu mempersulit member dana sy tdk di refund,-4,negatif,9
Adi NASA Official,2024-04-26 01:47:52,5,sangat menyenangkan dan mudah sekali,-2,negatif,5
2HM_Official,2024-04-25 17:19:44,3,Tolong wd saya kelamaan,-7,negatif,4
imam yusuf,2024-04-25 13:51:05,5,kern neh pluang fiturnya lebih aman profit support dll,7,positif,9
Ardhan Budi Utoro,2024-04-25 08:40:49,4,baru pemula yang ingin belajar berinvestasi di aplikasi pluang ini semoga dilancarkan,-6,negatif,12
Pandu Rizki Putra,2024-04-25 07:38:46,1,Pelayanan Service Centernya mungkin responsif tapi sangat tidak solutif dan tidak bisa memberi penyelesaian Hanya membuang waktu,-15,negatif,17
Ihsan Nurhidayat,2024-04-25 07:00:34,5,Invest btw mc laren lu warna apa boss,-3,negatif,8
Rudi Setiawan,2024-04-25 05:06:58,5,baru coba bismillahirrahmanirrahim,-1,negatif,3
Syelia Amalia,2024-04-25 03:55:13,5,agak sedikit kecewa sama aplikasinya bagus sih semua nya oke tapi potongan nya banyak sekali Dipotong ini itu dan banyak biaya admin beli mas seharga rb pas dijual jadi entah saya yang salah atau tidak mengerti entah bagaimana Intinya saya tidak cocok pake aplikasi ini dan pindah lagi ke aplikasi yang dulu saya pake potongan jauh lebih sedikit dibanding disini Untuk soal withdraw cpet skali saya acungkan jempol tapi untuk pake ga dlu krna biaya potongan admin dll trlalu besar,-81,negatif,80
Rahmad Fadillah,2024-04-24 21:28:53,1,Sekarang udah kena biaya admin semua yaa belum lagi buat isi saldo ada batas minimal top up Gak kayak dulu padahal rekomen bgt ini aplikasi buat investasi jangka panjang maaf kasih bintang semoga bisa diperbaiki lagi layanannya biar tetap banyak peminatnya,-28,negatif,41
slissyfity fat,2024-04-24 17:52:13,1,Mantap Narik duit sendiri aza Harus nunggu hari kerja Makin keren aza pluang engga kaya dulu sat set Mudah an kedepannya bisa maju lagi dibekukan Hari kerja Kaya maen App dapat duit gratis selamat buat pluang semoga,11,positif,37
Jack One,2024-04-24 16:55:28,4,Sangat mudah di pahami,2,positif,4
aansynk maisya,2024-04-24 11:37:45,1,tolong diperbaiki jaringan baik koe dibilang jelek gimana ini aplikasi ini,-13,negatif,11
Nazri Hyuga,2024-04-24 09:19:10,3,Tolong ini kenapa aplikasi peluang gak bisa login dihari ni tolong di atasi jangan menghilangkan kepercayaan kami terhadap aplikasi peluang,-16,negatif,20
Farhany Anjapu,2024-04-24 06:41:02,4,Kenapa pulang saya gakbisa dibuka wah gak bisa mantau market,-6,negatif,10
Oto Onno,2024-04-24 06:33:55,3,Kenapa ini aplikasi nya ga bisa dibuka min,-4,negatif,8
Fahrul Hariawan,2024-04-24 06:10:51,5,Sangat merespon dalam keadaan kita yang lagi belajar investasi,1,positif,9
biwa macharim,2024-04-24 05:23:24,5,banyak fitur semoga aman no kendala,-2,negatif,6
M. Amiril mukminin,2024-04-24 02:44:03,5,Kenapa tidak ada menu virtual accont semenjak update di akun saya,-11,negatif,11
Agus Palguna,2024-04-24 02:32:48,4,baru mencoba semoga cepat mengerti,1,positif,5
Febri N,2024-04-24 01:26:06,5,Coba dan pelajari semoga bermanfaat untuk kedepannya Amin,5,positif,8
wahyu nida,2024-04-23 22:20:35,5,Saya sangat puas dengan sistem treding yang ada di pluang,-9,negatif,10
Dama,2024-04-23 21:15:45,1,gak bisa di tarik lewat dana,1,positif,6
Yuda Pratama,2024-04-23 20:38:42,5,Mohon info kak kami salah dalam mengisi nominal top up dan saldo top up blm juga masuk Apa ini bisa di proses,4,positif,22
Bryan hilts J,2024-04-23 16:43:12,1,Hallo pak pluang saya sudah mengirimkan bukti kuat saya transfer ke pluang emas sejahtera anda minta refund anda memberi pertanyaan sudah saya jawab sekarang anda minta bukti mutasi rekening Ini yg bodoh anda apa saya bukti sudah saya foto dengan jelas masih tidak di refund refund kalau memang gagal apa susah nya am refund anda sudah minta no rekening saya dan nama beserta bank tersebut tapi kenapa skrg di persulit pertanyaan lain Saya hanya butuh kembali uang saya total rb,-115,negatif,80
Rizal Gempol,2024-04-23 14:51:54,2,Tolong di kasih tambahan bisa WD di ewalet Nanti kalo udah ada vitur bisa ke ewalet b makasih,5,positif,18
master brotherhood,2024-04-23 14:16:43,5,mencari peluang invest,-3,negatif,3
Yohan T,2024-04-23 14:13:49,5,masih proses belajar semoga bisa,4,positif,5
Ronald Tato,2024-04-23 14:08:41,1,Sampai sekarang akun saya tidak bisa terbuka dan terdaftar lagi padahal aset bitcoitn saya dah hampir juta aplikasih paya gak ada solusi yang di kasih,-19,negatif,25
Fatur,2024-04-23 13:52:01,5,Aman terpercaya proses lebih cepat the besth,8,positif,7
FSN ART,2024-04-23 12:10:10,4,Aplikasinya bagus tapi tolong tmbhin fitur limit order gk cm notif harga sj,4,positif,13
Saiful Helios,2024-04-23 10:18:42,5,daftar nya sangat mudah,-1,negatif,4
Rudi Utama,2024-04-23 06:44:02,1,Mau daftar aja dipersulit,-2,negatif,4
Black Rock,2024-04-23 05:25:07,5,Aplikasi top gampang deposit dan gampang penarikan,-3,negatif,7
Doni Wirya,2024-04-23 00:49:27,1,ga bisa narik menggunakan e wallet tapi bisa isi saldo dari e wallet,-6,negatif,13
adjie pangestu,2024-04-22 21:17:31,5,Saya berharap bisa melakukan trading di aplikasi pluang,-7,negatif,8
Muhammad Zaky,2024-04-22 16:28:08,3,Biaya admin E walet sudah upgrade lebih dari m banking untuk di market open posisi kena admin lagi untuk SL pun kena admin lagi Saya sudah th di broker ini kenapa tinggi sekali tahun ini Apa dari negara news pajak cripto lagi di pertimbangkan Terimakasih Developer Pluang di tunggu updatenya,-41,negatif,50
Imran Ji69,2024-04-22 12:21:30,5,sangat baik aplikasinya,2,positif,3
Zikhra Nasfahendra,2024-04-22 12:19:44,5,ini aplikasi yang paling bagus yang pernah gue mainin,-13,negatif,9
Chaylar Jancok,2024-04-22 11:30:38,4,It s okeyy penanganan mslh gercep,1,positif,6
