clean_text,label
di perbaiki,negatif
buat pemula bagus banget tampilan simple,positif
Pas di buka aplikasinya ada tulisan down due to maintenance kira kira berapa lama ya kak,negatif
Sejauh ini saya memakai aplikasi pluang tidak ada kendala apapun cuma ya gitu pluang tidak memberikan transaksi untuk usdt nya Tolong untuk menambah transaksi usdt nya pluang,negatif
Overall udh bagus Tpi untuk ke depannya bisa lebih ditingkatkan Refresh Rate Interface dan Crypto terus terupdate,positif
minimal kalau maintenance tau waktulah,negatif
Kenapa punya saya dalam perbaikan terus,positif
peluang licik barang ada yang the moon pol polan malah maintenance apk ga mau rugi,negatif
Completely use one,negatif
Sangat Bagus untuk berinvestasi,negatif
mencoba dulu baru kase bintang,negatif
aplikasinya mantap mudah dimengerti,positif
Ngeri kali setiap buy langsung anjlok pass sell naik,negatif
Min walletnya diperbanyak lagi lah Jadi tiap kripto punya wallet yang bisa buat kirim atau nerima kripto Karena cuma baru sebagian kecil koin aja yang ada,negatif
Gokil bisa beli modal goceng wkwk,negatif
Terimakasih untuk kali ini sudah fast response Saya tunggu reparasi akun saya Semoga Pluang tambah sukses dan lebih banyak lagi rejekinya,negatif
pemggunaannya mudah,positif
mudah cepat dan serbaguna,positif
Nyoba dlu aplikasi ini,negatif
aplikasi lancar,negatif
Min Saya mau daftar tapi kok nik udah didaftar karena nomor org tidak dikenal tapi nomor saya beda bkn nomor asli nomor saya yg udh didaftar nik saya apakah ada oknum yg pke data saya Terimakasih,negatif
Kenapa tiba logout giliran mau login mlh ga bisa,positif
Aplikasi sudah bagus saran saja untuk kriptonya mohon untuk ditambah lagi mungkin seperti yang akhir ini banyak koin yang lagi booming seperti narrative AI sebenarnya beberapa sudah ada mungkin bisa di coba dari developer pluang untuk selalu update mengenai narrative yang ada pada kripto terimakasih,negatif
Terbaik yg pernah ada,negatif
sangat bagus untuk trader pemula,positif
Pluang tolong dong buat wd nya biar bisa ke dana gopay dan hrs nya gk hrs sesuai dengan nama akun di pluang klo mau narik mna gw nama akun pluang nya gk sama nama gw jdi repott dan gw juga gk nyangka trnyata bakal serumit ini gw mau narik ke bank tp belun punya rekening bank tlong apalagi ini era nya anak muda berinvestasi umur nanti bakal bnyk yg kasusnya sma seperti saya untuk top up bisa lewat apk dana tpi penarikan tidak bisa dan kenyamanan apknya si udh bgus tp minus di wdnya,negatif
Saya pemula masih bingung cara investasi cripto nya ada yg bisa membantu,negatif
Bagus mudah dimengerti,positif
sawenko akak,negatif
mantab cepat,positif
Baru pemula,negatif
Udah bagus saran tolong lebih update saama koin baru sayang sekali jika kita ketinggalan jauh di bandingkan dengan exchange lain Sukses selalu pluang,negatif
Untuk keseluruhan fitur nya sangat mudah dimengerti untuk kedepanya saya akan mengandalkan pluang untuk jual beli terimakasih,positif
Semoga semakin banyak fitur baru agar lebih memudahkan pengguna,negatif
Ini cara narik aset kripto gimana ya kok ga ngerti caranya knp ga pakai yg simpel bisa ditarik ke akun Bank lokal,positif
Baru Belajar semoga cuanz mengalir,negatif
Mantullll,negatif
Ajg aplikasi apaan ini bab admin nya penipu akun bank gw ga bisa di kaitkan terus nama ga sesuai ktp mulu padahal udah sama DASAR PENIPU,negatif
sangat bermanfaat dan berguna untuk membantu kelemahan ku,positif
cakep,negatif
masih di pelajari dulu kesan pertama menyenangkan,negatif
KEREN,negatif
Sekarang dah bagus habisnya limit order sudah tersedia meskipun harganya ditentuin pluang setidaknya sudah cukup kepake pas mau turu,positif
PIP nya an,negatif
Akhirnya pembelian crypto ada fitur limit ordernya,negatif
bagus anjay aplikasi ny,negatif
Kok saya malah disuruh daftar ulang yh padahal akun saya sudah ada,negatif
sedang belajar,positif
Tolong bnget tambahin aset ONDO klo gabisa wd nya make dana bisa lagi dong min,negatif
aplikasinya sangatt bagus buat pemula gampang di mengerti dan di pahami bagi anak muda,negatif
tambahin lagi lah koinnya banyak yg blm ada,negatif
saya baru bergabung,negatif
aplikasi sangat sangat bagus untuk berinvestasi,negatif
Proces mudah dan cepat,positif
baru,negatif
aplikasi ini sangat cocok untuk pemula,negatif
Payah data sudah di masuk tapi ga bs di buka sangatlah mengecewakan,negatif
mantap kali,positif
semoga fitur lebih di tingkatkan salam sukses,positif
Saya pastikan apk ni sangat berguna tapi belum di coba download dulu ah,positif
luar biasa apk pluang deposit WD RP DAN kirim trima koin cripto juga sangat cepat nda sampai menit langsung masuk ke rekening mantul pokonya semoga apk pluang selalu mantap,negatif
di sempurnakan,negatif
Why in pluang app there is no kaspa and any othercoin Please the involve developer Could you add the caspa and any other coin Because i want a focus with one exchance app if you already add like what i want i will give stars Thank you Kenapa di aplikasi pluang tidak ada koin kaspa dan coin lainya Tolong untuk developer yg bersangkutan Bisakah kalian menambahkan kaspa koin dan koin yg lainya Agar saya bisa pokus dengan aplikasi exchance ini Terima kasih,negatif
Memang oke,positif
playanannya baguss dn cepat,positif
praktis dan modrn,positif
I love you pluang,negatif
Aplikasinya bagus mudah dipahami untuk trading,positif
transaksi cepat biaya relatif murah,positif
Semoga apk nya bagus ga leg,positif
baru mau mulai,negatif
simple dan dapat dimengerti semoga cuan,positif
sangat membantu berinvestasi,negatif
Mudah dan jelas,negatif
Jujur pintar terlatih adminnya Fee WD IDR terendah fee sesuai blokchain beda dari yang lain Sukses terus kembangkan terus yg onoh gembar gembor no di NKRI Yg ini beda hehe Rasakan dan nikmati Jaya lah selalu Oh ya tambahi qris belanja dong biar full puasnya min Puaaaaaaas,negatif
APK YANG SANGAT BAGUS,negatif
Turunin dulu saham as banyak yang gak bisa di beli,negatif
Cocok investasi untuk pemula,negatif
Payah banget banyak coin yg ga ada,negatif
Kenapa narik gak di proses Trs udh komplain gak ada tanggapan ini gimana tolong di perbaiki,negatif
semoga saya bisa merubah hidup saya di sini,negatif
App nya mudah dimengerti untuk kita pemula Proses Deposit dan WD yg cepat Mantabb Kalo di tambah fitur bandingkan pair to pair aset kripto lebih baik Ditambah soal indikator chart nya Tiap kita back kembali lg polos Dibuat paten saja Kalo user hapus indikator baru hilang,negatif
Ingin mencoba apakah bisa membantu,negatif
butuh modal usaha jualan,negatif
tambahin Ondo kaspa supra oracles,negatif
Gagal terus verifikasi foto,positif
Sejauh ini masih bagus dan semoga kedepannya jauh lebih bagus lagi aplikasi yang sangat mudah dipahami,negatif
Mantap,negatif
kasi bintang tiga dulu soalnya baru instal,negatif
Saya kehilangan dana pas withdraw penjualan Reksadana di dalam aplikasinya minimal hari kerja bursa ini udh lebih dari seminggu gak masuk masuk ke rekening tolong perbaiki lagi,negatif
baru mulai mencoba bismillahirrohmanirrohim semoga berhasil dan bermanfa at,positif
Aplikasi nya udah bagus kalo ijin masukan kalo bisa ada fiktur stop los,negatif
Baru mencoba bermain saham menarik nya dalam berberapa minggu udah mulai mengerti cara main nya dengan aplikasi ini,negatif
Pluang pelayanan nya sangat baik tepat dan ramah Terima kasih,positif
keren aja gitu,positif
Pemula tapi ketika ada notif diklik kok cuma tampilan biru gk masuk tolong kasih solusi,negatif
uji coba dulu,negatif
ferivikasi nya lama,negatif
lumayan bagus penarikan penjualan deposit juga cepat masuk,positif
Sip lah,negatif
Saran dari saya harusnya ada metode penarikan saldo pakai dana agar aplikasinya banyak yang donwload,negatif
Saya mau login kembali tidak bisa sudah verifikasi tetapi re login terus,negatif
Tambahkan koin digibyte dgb dong Bagus koinnya,negatif
coba dulu min,negatif
Sangat bagus ramah untuk pemula interface simple tpi saran untuk selalu cepat update koin koin cripto terbaru agar makin banyak yg pakai,positif
Deposit aja pake review hari baru masuk apikasi penipu,negatif
Sangat mudah di pelajari,positif
Sayang nya ini aplikasi tidak bisa narik pake apk dana,negatif
good bgt simple bisa depo d bnyk ewallet,positif
lumayan mudah dimengerti lengkap dan bagus juga untuk para pemula,positif
Proses cpt,negatif
sangat waww mantap aplikasi pluang,negatif
Kepada pengembang aplikasi peluang tolong berikan fitur stop loss dan take profit pada aplikasi nya karena saya sering kelewatan untung LS atau TP nya dan tambahkan pencairan ke e wallet sepeti dana atau gopay terimakasih untuk semua nya,negatif
Yes Alhamdulillah,negatif
oke boleh di coba,positif
baru coba sih klo ngga bagus nanti kita kurangin bintangnya,negatif
sy kirim btc seharga k dari pluang ke aplikasi htx lalu baru dikasih tau kalo ada potongan sebesar k keren bgt pluang kurang gede itu biaya transaksinya ga sekalian aja biaya transaksinya,negatif
Njosionetwoshen,negatif
mantap bana,positif
Jangan mau investasi contoh pembelian EMAS melalui akun DANA awal pembelian harganya di buat tinggi Makin hari harga BELI turun apalagi harga JUAL lah harga BELI aja lebih tinggi dari harga JUAL gak bakalan deh naik lagi,positif
Apakah sudah di sediakan fitur wallet gpay nya,negatif
Maaf saya kasih bintang karena saya tidak dapat menarik uang saya menggunakan e wallet saya sangat kecewa kepada peluang dan saya harap pihak peluang melakukan perubahan secepatnya Ini bukan soal nilai tapi ini soal rasa kepercayaan saya kepada peluang terima kasih,negatif
pendaftaran sangat cepat,positif
terima kasih atas kerja sama,positif
tampilan sudah bagus dari sebelumnya tolong dong ditambah saham lokal seperti BBRI BBCA ANTM dll makasih,negatif
syarat yang diperlukan untuk proses saham AS terlalu rumit tambahkan fitur kosongkan sebagian data langkah saja tidak bisa lanjut,negatif
Miniman deposit ribu bisa kah,negatif
Susah banget buat verifikasi akunya upload foto KTP gagal terus nyampe bosen pas pindah pake aplikasi lain upload sekali langsung jadi dan sampai skrg coba upload foto KTP di pluang masih aja gagal juga capek deh,negatif
terimakasih apk ini sangat membantu,positif
untuk sampai sekarang oke,negatif
Baru belajar masih pemula,positif
bagus sekali rekomendasi sih,positif
mau tarik saldo selalu di per sulit padahal lagi urgent,negatif
apk ni memudahkan qu untuk belajar labi baik,positif
Maaf sekedar keluhan dari saya penarikan e wallet tolong di aktifkan kembali untuk pihak pluang semoga bisa mengaktifkan lagi fitur penarikan ke e wallet,negatif
Top markotop,negatif
Bagus sekali meski pemula kalian wajib download,negatif
SARAN MIN COBA ADA IN DANA SAMA OVO DONG BIAR ENAK NARIK NYA,negatif
semoga tambah sukses selalu buat Pluang,positif
Tolong dilengkapi untuk koin token yang baru seperti ondo bgb dll,negatif
Mantab cokkkkk Selalu provit,negatif
Pulang tidak dapat di akses aplikasinya tidak dapat terbuka,negatif
Saldo jt tapi ga bisa beli,negatif
Awoakwoakqok aplikasi cacat nih jangan di download kok tiba tiba suruh masukin pin padahal gw baru bikin,negatif
min tambahin e wallet dong buat witdraw repot soal ny kalo harus rekening bank,negatif
Aneh dapat bonus btc k rupiah ngak bisa dijual,negatif
kenapa sering keluar sendiri,negatif
sangat mudah di pahami mantaplahh,positif
sangat mudah dan bermanfaat,positif
mudah bgt buat transaksi good lah,positif
Di coba,negatif
Untuk team pluang tolong di tambahkan menu penarikan seperti ewallet dana ovo gopay biar enak,negatif
Bisa nyicil bitcoin dengan nominal minim,negatif
RIBET TINGKAT DEWA GUA SEBAGAI PEMULA SANGAAAAAAAAAAAT PUSING JADI GINI KA GUA TOP UP K NAH DISITU GUA BELI SAHAM BITCOIN PAS UDAH BERES GUA BELI DI SITU ADA TULISAN KIRIM SAMA TERIMA PAS GUA KIRIM INI KIRIMNYA KEMANAAAAAAAAAAAA GUA MAU CAIRIN JADI SALDOOOOO DARI SI BITCOIN ITUUU,negatif
lumayan dengan potongan sedikit lebih kecil,negatif
Tolonglah buat pluang untuk tarik saldo bisa ke ovo dana shopepay soalnya rekening banknya ga sama sama akun ktp yang di daftarin Masa pas top up ke pulang bisa isi dr shopepay giliran mau tarik saldoo harus dr rekening bank yg sama dgn KTP tersebut sedih jdinya bingung mau tarik saldoku yang ada di pulang,negatif
sangat buruk padahal sudah akun benar,negatif
Kenapa rekening ga bisa ya,positif
mencoba n melihat,positif
sangat simpel,positif
vood,negatif
baru mulai sukses untuk kita semua,positif
masa kalah sama go trade nanovest yg udah ada emiten ARM,negatif
Fee jual belinya berapa ya,positif
ok awal gabung saham google,negatif
Sudah lumayan bagus sih Cuman masih agak janggal dengan pengaturan harga Baik harga aset keseluruhan nilai jual nilai tukar dolar dan masih banyak lainnya,positif
ok juga,positif
,negatif
saya tidak terlalu paham tapi saya ingin mencoba,negatif
Mantap,negatif
saya masih tahap belajar untk memulai berinvestasi,negatif
aplikasi aman,negatif
sangggat bagus,positif
simple dan gampang dipahami,positif
Buat lu yang lagi nyari apk buat inves Crypto atau saham AS Pluang ini solusinya Rasakan sendiri nikmatnya b,negatif
apk yg sangat keren,positif
Masih Pemula,negatif
GRATISin lagi dong fee tarik tunainya Memberatkan trader,negatif
App Mudah Untuk Di Pahami Walaupun Masih Harus Banyak Pembaharuan Tapi Sudah Ok Apalagi Bisa Transaksi Di Bursa Saham USA Next Tambahkan Transaksi Saham Bursa Jepang Singapore Biar Tambah Bagus Untuk Crypto Tambahkan Lagi Koin Koin Yang Baru Kayak Retik Finance dll,negatif
Jelas bagus lah suka banget sama aplikasinya tampilannya CAKEP bisa beli emas kripto hingga saham AS pun ada Tapi kalau bisa ditambahin lagi donk saham AS nya misalnya nambahin ETF dari Vanguard seperti VOO VOOG VOOV VGT dan sebagainya Makasih,negatif
AAwas AW Qppp a AC ACC a Eet,negatif
untuk aset kripto ngga ada limit ordernya ya padahal itu berguna banget buat market yg volatile,positif
Sudah tiga tahun pakai pluang ada perkembangan lah Tampilannya makin bagus Fitur yang paling berguna sih fitur yang bisa menutup jumlah aset kita sama fitur auto invest Terkait auto invest misalkan saya beli saham AS terus saldo saya isi dengan IDR apakah saldo USD auto convert dari IDR,negatif
Kapan Bisa buy Limit Order buat Ktipto,positif
simple dan tidak lelet,negatif
Min mau tanya kok jual dan beli di Reksadana kok lama bgt yaaa verifikasinya tolong konfirmasi nya,negatif
ok oc,positif
untuk semua fleksibel banget daftar nama pluang harus sama dengan rekening dan gak boleh beda ya,negatif
daftarnya cepat,positif
Semoga saya menjadi orang sukses biar bisa membahagiakan orang tua,negatif
aplikasi investasi terbaik,positif
menurut saya bagus aplikasinya,positif
Mantap pol,negatif
lama banget verifikasi akun rekening pdhl lagi butuh banget kalau bisa di perbaiki tu aplikasi,negatif
keren fiturrnya,positif
Saya punya keluhan NIK saya terhubung dengan nomor handphone yang sudah tidak aktif Bagaimana saya masuk login sementara syarat masuknya harus verifikasi kode OTP di nomor tersebut,negatif
Mantap mudah dan aman,positif
harga yang tampil di watchlist dengan harga saat mau beli berbeda harga saat jual dan harga hasil setelah jual juga berbeda,negatif
Rating gw turunin apk busuk ini rugi gara biaya kirim tidak tampil di depan ya kalau yg di kirimi orang ga msalah kalo sistem kan ga terdeteksi bangke emang,negatif
Ini yang saya cari mudah di pelajari,negatif
Bisakah di perbarui di investasi rutin nominalnya di perkecil dari di krypto,negatif
Maaf pak saya pemula dan tidak memiliki kyc kyc juga punya orang tua dullu sih tranfer sama top up ada E WALET kok sekarang ga ada soalnya itu E WALET mempermudah loh untuk melakukan invet bagi pemula yang masih belajar dan saya minta tollong dong balikin lagi fitur top up sama fitur tarik e walletnya dong sekian dan terimakasih perlancar lah generasi milenial pak supaya Indonesia memiliki potensi dari setiap generasi,negatif
terimakasih pulang sangat mudah untuk investasi,positif
Kekurangannya cuma satu gak ada fitur limit order untuk yang lainnya mantap,negatif
investasi terbaik,positif
penarikan butuh proses tidak online beda dengan tetangga sebelah,negatif
mudah dipahami cuma lagi belajar pakai modal sedikit jadi profitnya sedikit,negatif
akan jauh lebih baik kalau bisa ditambah fitur mengirim dan menerima dari exchange satu ke yang lainnya bjuga bisa diatur harga target yang kita inginkan serta stackingnya,negatif
tampilannya keren dan mudah di pahami bagi pemula,positif
Investasi jadi mudah top up tarik gratis pertahankan terus aplikasi sangat bagus tidak membingungkan mantap,positif
Masih banyak coin crypto yang tidak ada,negatif
mantap gaskeun,positif
Saya pertama kali belajar Investasi di pluang dan mudah dipahami penggunaannya Semoga Amanah aplikasinya Makasih,positif
Hmm Jadi ada Biaya penarikan Rp jual saham US jg kena potongan n WD ke ATM juga potonganny sekarang,negatif
masuk jos,negatif
Aplikasi peluang beri peluang sukses,positif
bagus cepet,positif
Mantap mudah belinya,positif
tambahkan fitur limit,negatif
Good syang msih bnyk saham laen blom ada sprti amor dan bnyk lg sptti ajaib yg ada pnmbhn dana saat treding dan day treding ny ada smpek x x mnimal x,negatif
pendaftaran simpel tidak rumit seperti apk sebelah yang harus ini dan itu,negatif
Waw,negatif
Penarikan biasanya instan gak sampe menit udah masuk rekening ini malah disuruh nunggu hari kerja,negatif
masalah di kripto seharusnya ada pemberitahuan mengenai kripto yg di delist seperti di aplikasi yg lain Kalo udah gini uang di kripto yg di delist jadi hilang kah rugi dong rugi dong,negatif
sangat cocok bagi saya,negatif
Joss invest,negatif
Apk apaan ini masa gw udh daftar tpi verifikasi gagal terus dh apk gk jls ni,negatif
Apaan anjir tiba tiba dpt email kalo saya pernah beli saham GILA LU Tahu ini apaan aja baru skrng tiba tiba udh beli saham gajelas Lu nipu ya Nyolong email orang Gapernah download apalagi tahu apapun tentang ni apk tiba tiba dikirim email gajelas ANEH LU,negatif
Kenapa dikripto gabisa limit order padahal di us stocks bisa fitur gini harusnya udh jadi kewajiban di semua exchange gamungkin kita mantengin market buat dapet perfect entry,negatif
KYC selalu ditolak padahal kualitas pengambilan gambar sudah bagus,negatif
ok banget untuk infestasi,positif
keren aplikasinya,positif
saya akan menjadi sahabat peluang,negatif
Ini aplikasi udah bagus saya ada sedikit masukan buat nambahin k wallet seperti dana gopay ovo dan lain semoga ini komentar sy bisa di wujutin maksih pluang,negatif
Aplikasi nya udh bagus simple coba tambahin fitur penarikan ke virtual bank,positif
pemula nih kasi bintang dulu wkwk,negatif
Aplikasi yg bikin jantung berdebar dan membuat kita susah tidur Tp belajar Hampir tahun secara AUTOBUDAK Akhirnya bisa cuan Walau pun dikit dikit Terimakasih pluang,negatif
Puas banget dengan pelayanan nya tapi agak lelet ga tau kenapa,negatif
di coba dl,negatif
Tambahkan baby doge coin dong min,positif
Bagus ingin mencoba,negatif
Saya mau bertanya apakah batas percobaan penarikan bisa di riset saya ingin narik saldo tetap tidak bisa mohon bantuannya,negatif
Saya tidak pernah daftar di aplikasi ini tapi saat sy coba muncul pesan bahwa NIK sudah terdaftar Bagamana solusinya admin,negatif
mohon di tambahkan dong opsi untuk menarik uang ke e wallet dana ovo gopy dll jangan cuma bisa top up tapi menarik tidak bisa,negatif
Mau daftar aja di persulit dengan alasan Nama tidak cocok sama di KTP udah bolak balik di coba padahal nama dah sesuai JANE SENG DUE KTP AKU PO AWM TO DNCK,negatif
Kembalikan penarikan uang via e wallet,negatif
Apakah peluang punya sistem kemanan akun Saya kasih bintang dulu ya sebelum di jawab,negatif
Pluang sudah cukup bagus dan lengkap tapi mungkin bisa di tambah menu steking seperti doge solana atau crypto lainnya biar lebih lengkap lagi,negatif
Semoga aplikasi ini terus berkembang dan memudahkan semua orang,negatif
Ngg tau tiba tiba candle stick nya gak bisa di bukak layar putih terus jedinya tidak bisa menganalisis dan terganggu proses tranding saya mohon di perbaiki udah coba hubungai pihak peluang tapi ndak di respon,negatif
semoga tetap lancar dan terus berkembang bersama pluang kita bisa cari uang,positif
Bagus Alhamdulillah akunku balik lagi min,negatif
sementara ok,negatif
Untuk saat ini terima kasih untuk keamanan akses peluang Mohon ditambahkan keamanan masuk aplikasi selain email apabila terjadi hal yang tidak diinginkan misalnya hape hilang atau dicuri Mohon pihak peluang menambah kan pertanyaan keamanan minimal pertanyaan sebagai pengganti nomor hilang Contoh Apa makanan favorit mu Sebagai pengganti apabila hp hilang atau nomor hilang Mohon ditambahkan ditanggapi Terimakasih,negatif
mudah untuk menggunakan aplikasinya,positif
Saya instalasi Kenapa selalu gagal sdh foto KTP dan Selfie Tolong di bantu,negatif
Apakah bisa pake dana,positif
Pokoknya top,positif
Exchange alternatif untuk triv dan indodax,negatif
Aplikasinya bagus hanya saja saya kasih catatan karena sering ada notif minta ganti akun terus coin crypto nya tolong ditambah seperti jup zeta dan lain sebagainya yg baru saat pertama muncul bukan sesudah coin itu up Semoga kedepannya ada misi buat member urus air drop dari blockain crypto tertentu,negatif
coba aja kasih fitur SL TP pasti bakal lebih rame lagi yg download aplikasi nya,negatif
Refferal Yuk kita cuan berjamaah bersama pintu,positif
d coba,negatif
bagai mana cara ganti nama akun soalnya tidak bisa di ganti,negatif
Keren Tingkatkan lagi fiturnya,negatif
Pokoknya mantap,positif
Mantapp lahh nambah terus yahh aset kriptonya,negatif
Go pemula,negatif
Cukup lancar dipakai bertransaksi,positif
belajar dan ikut cuan di pluang,negatif
bagaimana cara mengganti nomor telepon,negatif
yes I like it,positif
Pelayanan cs fast respon,positif
peluang baik,positif
Aplikasi bagus CS nya juga sangat membantu harapan saya Semoga ETF segera ada,negatif
aplikasi yang mudah dipahami meskipun untuk pemula seperti saya good luck,negatif
Request jaringan ronin min,negatif
alhamdulah saya bisa daptar ke akun pluang semoga bisa berbagi hasil yg sempurna,negatif
yah sangat disayangkan padahal apk nya bagus tapi takutnya dibagikan ke pihak ketiga dan takut disalahgunakan,negatif
Bagus Canggih dan mewah Tolong tambahi bisa bayar pake qris dong biar flexsibel untuk semua Jaya lah terus,negatif
Aplikasi gak bisa dubuka dengan alasan tidak ada internet padahal buka aplikasi lain lancar,negatif
Selisih jual n beli kok beda jauh min,negatif
ok sip,positif
Rekomen banget buat pemula mudah di pahami,positif
sip lancar,negatif
kenapa saya top up gak masuk dan harus kemana,negatif
untuk aplikasi ini bagus tidak ribet untuk mendaftar,negatif
Investasi jadi makin mudah dan simpel dengan ada nya aplikasi ini ya bisa di bilang investasi pemula tapi cukup menguntung kan juag dan proses apa pun di sini cepat seklai Untuk refnya juga di sini S Y IN dan untuk ke untungan nya juga cukup konsisten lah tampa bermodal kan besar di awal di sini pinkita bisa memulai usaha kecil kecilan lah buat nambah nambah penghasilan sampingan kita dalam ke seharian nya jadi ys rekomendasi sekali lah untuk aplikasi ini,negatif
Kenaps saya gsk bisa update yah,negatif
masih pemula jadi belum bisa nentukan bintang dlu ya nanti aku kembli,negatif
Gk bisa narik pake dana,positif
Semoga performanya makin gercep,positif
keren habis bebas fee,negatif
Keren,negatif
senang sekali,negatif
terbaik oiya jangan sampai kalo update ada kesalahanya yaa ini apk terbaik,negatif
baru mencoba apa kah ini menarik,negatif
Pemakaian mudah,positif
registrasinya mudah,positif
coba dl apk peluang good gk,positif
Kurangnya dipenarikan yang hanya bisa pakai rekening tidak ada E Walet sehingga uang saya tidak bisa diambil karena sy daftar pakai data kakak sy dan yg punya data berada diluar negeri sehingga tidak ada rekening sesuai data diaplikasi jadi uang sy GK bisa ditarik,negatif
Dapat di percaya mantap,positif
insyaallah amanah,positif
Pajak jual btc kok besar,negatif
Coba penarikan ke beberapa e wallet seperti dulu dibuka lebih simple dan cepat seperti gopay dana ovo dan link aja coba buka kembali untuk penarikannya dan ruang diskusi untuk belajar crypto saham dll,positif
widih pemula siap belajar di aplikasi yg mudah di pahami nih gaes,positif
aplikasi scam saya tidak mendapat respon cs saat penarikan dana saya gagal sampai sekarang uang saya tidak bisa ditarik,negatif
Proses tarik saldo lama,negatif
pluang sangat mantap,positif
oke good,positif
bagus bnget,positif
Untung pengalaman memakainya sudah sangat puas mungkin harus ada penambahan di crypto seperti opsi stop lose take profit dan lebih cepat penambahan coin crypto,negatif
Mantap pluang,negatif
ini benar terbaik,positif
Aplikasi ini sangat menakjubkan,negatif
i am gonna be rich make me,negatif
Buat pemula untuk trading scalping jangka pendek terutama di aset crypto tidak untuk di rekomendasikan jika tujuannya short term di aplikasi PLUANG harga spread jual beli GAP nya sangat besar dan ngga ngotak belum fee atau pajak nya juga sudah besar auto BONCOS banyak apkikasi lain yg lebih worth untuk trading aset investasi terutama crypto,negatif
Penarikan tercepat dari seluruh exceng yang ada di indonesia Pluang tiada duanya Indodax lewat reku minggir ajaib kripto mati aja kau,negatif
transaksi yang sangat mudah,positif
saya suka sekali dengan aplikasi ini bisa top up lewat ewalet terimakasih,negatif
kasih tiga bintng dulu karna saya blm memahami sepenuh nya,negatif
Narik dana aja susah awas platform penipu,negatif
Penarikan nya lambat mohon di peroses,negatif
top bgt,positif
Sangat suka aplikasi ini tapi Sangat disayangkan ada pembatasan pembuatan pocket hanya x pocket yang sudah terjual jg tidak bisa digantikan setelah buat x dan terjual setelah itu gak bs buat pocket lagi info dr chat CS padahal itu fitur keren sekali Semoga team PLUANG bisa memberi solusi hal ini Sementara bintang kalo ada solusi tak kasih bintang,negatif
aplikasi gajelas mau registrasi malah tertera nick sudah di gunakan padahal sebelum nya belum pernah mendaftar dan saya coba masukan nomor yang sudah terdaftar nick tapi tetap saja suruh registrasi dan nick sudah terpakai bagaimana ini tolong kebijakan nya,negatif
Cs tolong adakan penarikan ke E wallet dong kalau ke bank gak bisa Kasihan yg g punya rekening tolong adakan penarikan e wallet lagi cs pluang Kemaren gua beli ETHERIUM PAS lagi turun sekarang naik tapi imbas mala minis,negatif
baru coba semoga,negatif
lengkap bro,negatif
masih pemula semoga lancar,negatif
Pertahankan dan sukses selalu,positif
keren tapi saran aja sih untuk koin nya ditambah lagi agar pilihan lebih banyak,negatif
ok is the best,positif
verifikasi cepat,positif
amatir,negatif
apk bagus,positif
Proses perubahan akun mudah n terjamin keamanannya suka sekali dng aplikasi peluang NY smngt bnyk mbantu,positif
mantap bro,positif
Secara Tampilan UI sudah bagus Pembelian sangat mudah mungkin perlu ditambahkan opsi top up melalui OVO Secara fee cukup murah Withdrawal cepat dan instant Kekurangannya Asset Crypto nya tidak selengkap Exchange luar Mungkin evaluasinya perlu Listing Coin Coin lain walaupun Coinnya baru listing Mempermudah izin Listing Coin di Pluang,positif
Ok good joob,positif
seperti namanya pluang ini adalah peluang bisnis,positif
Kenapa tidak bisa masuk akun aku salah pin terus melebihi batas maksimun,negatif
pemula nih smoga berhasil,positif
semoga bagus belum coba si,positif
terbaik Aplikasi nya,positif
Udah hampir setahun pake pluang produk investasinya menarik kyk Crypto Reksadana Emas Saham US nyaman pake aplikasi ini amanah juga penarikan dan deposit juga mudah Aplikasinya juga gampang buat di pahamin cocok buat pemula kyk saya,positif
saya sangt senang,negatif
aplikasinya bagus dan gampang untuk pemula,negatif
kenapa akhir ini sering lag siih susah masuk apk jd was was mmmhhhh,negatif
Kak gimana sih cara ganti nomor hp nya soalnya no hp lama saya hilang saya mau ganti no hp yang baru tapi gagal terus udah lebih dari x percobaan Tolong dong masukkannya kk,negatif
Selamat malam peluang trading saya ingin masuk tpi tidak bisa karna no hp sya yg tetdaftar telah tidak aktif mohon bantuan nya,negatif
App sahamcrypto yg paling simple bagus diindo cmn ini si recomend,positif
the best pluang,positif
Naik malah turun turun malah naik streees,negatif
Masih awal klo benar jadi bintang,negatif
Ok sip,negatif
Di Tunggu COIN GBTC Terima Kasih,negatif
b aja,positif
mudah n bisa sukses di apk ini aminn,positif
Aplikasi bagus cepat bisa dibutuhkan ketika urgent sehingga aplikasi ini saya buat tempat dana darurat,negatif
Sangat mudah dipahami,positif
Pertama kali beli btc di aplikasi pluang tau pluang dari Tokopedia krn jualan emas ya tau gopay juga dari tokopedia kebetulan punya rek bank jago eeh nyambung ke gopay juga Makasih sekawan satu grup yg sudah membantu saya,negatif
aplikasi mantap,negatif
Wow,negatif
Kenpa apikasi pluang ini aneh Udah di download terus daftar tu pake KTP Selesai Sekali mau masuk lagi terkeluar Nggak bisa masuk Ada apa,negatif
baru blajar,negatif
aplikasi investasi terpercaya beli emas super murah dari aplikasi lain semoga aplikasi nya kayak gini trus,negatif
Tambah deh hehe,negatif
pecoban dulu,negatif
Masi belajar,positif
saya pemula mohon bantuannya,negatif
masih mempelajari,negatif
kok ga bisa narik ke E Wallet sih,negatif
yes right,positif
Over all okay tapi di sayangkan kenapa ga ada LIMIT ORDER,positif
